#
# .csv to store UE's information in HSS
# Kept in the following format: "Name,IMSI,Key,OP_Type,OP/OPc,AMF,QCI,IP_alloc"
#
# Name:     Human readable name to help distinguish UE's. Ignored by the HSS
# IMSI:     UE's IMSI value
# Key:      UE's key, where other keys are derived from. Stored in hexadecimal
# OP_Type:  Operator's code type, either OP or OPc
# OP/OPc:   Operator Code/Cyphered Operator Code, stored in hexadecimal
# AMF:      Authentication management field, stored in hexadecimal
# QCI:      QoS Class Identifier for the UE's default bearer.
# IP_alloc: Statically assigned IP for the UE.
#
# Note: Lines starting by '#' are ignored and will be overwritten
# List of UEs with IMSI, and key increasing by one for each new UE. Useful for testing with AmariUE simulator and ue_count option
ue00,001010123456780,00112233445566778899aabbccddeeff,opc,63bfa50ee6523365ff14c1f45f88737d,8000,9,10.45.1.2
ue01,001010123456789,00112233445566778899aabbccddeeff,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.3
ue02,001010123456790,00112233445566778899aabbccddef00,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.4
ue03,001010123456791,00112233445566778899aabbccddef01,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.5
ue04,001010123456792,00112233445566778899aabbccddef02,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.6
ue05,001010123456793,00112233445566778899aabbccddef03,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.7
ue06,001010123456794,00112233445566778899aabbccddef04,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.8
ue07,001010123456795,00112233445566778899aabbccddef05,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.9
ue08,001010123456796,00112233445566778899aabbccddef06,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.10
ue09,001010123456797,00112233445566778899aabbccddef07,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.11
ue10,001010123456798,00112233445566778899aabbccddef08,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.12
ue11,001010123456799,00112233445566778899aabbccddef09,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.13
ue12,001010123456800,00112233445566778899aabbccddef0a,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.14
ue13,001010123456801,00112233445566778899aabbccddef0b,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.15
ue14,001010123456802,00112233445566778899aabbccddef0c,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.16
ue15,001010123456803,00112233445566778899aabbccddef0d,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.17
ue16,001010123456804,00112233445566778899aabbccddef0e,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.18
ue17,001010123456805,00112233445566778899aabbccddef0f,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.19
ue18,001010123456806,00112233445566778899aabbccddef10,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.20
ue19,001010123456807,00112233445566778899aabbccddef11,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.21
ue20,001010123456808,00112233445566778899aabbccddef12,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.22
ue21,001010123456809,00112233445566778899aabbccddef13,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.23
ue22,001010123456810,00112233445566778899aabbccddef14,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.24
ue23,001010123456811,00112233445566778899aabbccddef15,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.25
ue24,001010123456812,00112233445566778899aabbccddef16,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.26
ue25,001010123456813,00112233445566778899aabbccddef17,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.27
ue26,001010123456814,00112233445566778899aabbccddef18,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.28
ue27,001010123456815,00112233445566778899aabbccddef19,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.29
ue28,001010123456816,00112233445566778899aabbccddef1a,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.30
ue29,001010123456817,00112233445566778899aabbccddef1b,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.31
ue30,001010123456818,00112233445566778899aabbccddef1c,opc,63bfa50ee6523365ff14c1f45f88737d,9001,9,10.45.1.32
